date,deaths,description,location,location_link,name,name_link,latitude,longitude,wiki_lat,wiki_lon,lat_clean,lon_clean
1966-10-09 00:00:00,68,South Korean soldiers purportedly killed 68 South Vietnamese villagers.[287],"Binh Tai village in Phước Bình District of Sông Bé Province, South Vietnam",/wiki/Ph%C6%B0%E1%BB%9Bc_B%C3%ACnh_District,Binh Tai Massacre,/wiki/Binh_Tai_Massacre,,,,,,
1966-12-03 00:00:00,422,South Korean soldiers purportedly killed South Vietnamese villagers.[288],"Binh Hoa village in Quảng Ngãi Province, South Vietnam",/wiki/Qu%E1%BA%A3ng_Ng%C3%A3i_Province,Bình Hòa massacre,/wiki/B%C3%ACnh_H%C3%B2a_massacre,,,15.0,108.667,15.0,108.667
1968-01-31 00:00:00,2800,"During the 1968 Tet Offensive in the Vietnam War, unarmed South Vietnamese civilians were massacred by North Vietnamese Army and Vietcong. Numerous mass graves were discovered in and around Huế after the Offensive. Victims included women, men, children, and infants.[291] Estimated death toll was between 2,800 - 6,000 civilians and POWs.[292] The Republic of Vietnam released a list of 4,062 victims identified as having been either murdered or abducted.[293][294] Victims were found bound, tortured, and often buried alive.[295][296][297] Many victims were also clubbed to death.[298]","Huế, South Vietnam",/wiki/Hu%E1%BA%BF,Huế massacre,/wiki/Massacre_at_Hu%E1%BA%BF,16.4498,107.56235009999999,16.46667,107.57916999999999,16.4498,107.56235009999999
1968-03-18 00:00:00,11,"The Jabidah massacre was the killing of Moro soldiers by members of the Armed Forces of the Philippines (AFP) on March 18, 1968.[299][300][301]","Corregidor, Philippines",/wiki/Corregidor,Jabidah massacre,/wiki/Jabidah_massacre,14.3851391,120.58043500000001,14.38556,120.57306000000001,14.3851391,120.58043500000001
1968-02-12 00:00:00,79,South Korean soldiers killed unarmed South Vietnamese villagers.,"Phong Nhi and Phong Nhat hamlets,
Dien Ban District of Quảng Nam Province, South Vietnam",/wiki/Dien_Ban_District,Phong Nhi and Phong Nhat massacre,/wiki/Phong_Nhi_and_Phong_Nhat_massacre,,,,,,
1968-02-25 00:00:00,135,South Korean soldiers purportedly killed unarmed South Vietnamese villagers.,"Hà My village, Quảng Nam Province, South Vietnam",/wiki/Qu%E1%BA%A3ng_Nam_Province,Hà My massacre,/wiki/H%C3%A0_My_massacre,,,15.583329999999998,107.91667,15.583329999999998,107.91667
1968-03-16 00:00:00,347,"U.S. soldiers murdered, tortured and assaulted 347–504 unarmed South Vietnamese villagers suspected of aiding the Vietcong, ranging in ages from 1–81 years, mostly women and children.[304][305]","Mỹ Lai and Mỹ Khê hamlets,
Sơn Mỹ, Quảng Ngãi, South Vietnam",/wiki/S%C6%A1n_M%E1%BB%B9,My Lai Massacre,/wiki/My_Lai_Massacre,,,15.18,108.88638999999999,15.18,108.88638999999999
1968-10-02 00:00:00,25,"Government troops massacred between 25 (officially) and 250 (according to human rights activists, CIA documents[308] and independent investigations) students 10 days before the 1968 Summer Olympics taking place in Mexico City, and then tried to wash the blood away, along with evidence of the massacre.[307][309]","Mexico City, Mexico",/wiki/Mexico_City,Tlatelolco massacre,/wiki/Tlatelolco_massacre,19.4326077,-99.133208,19.433,99.133,19.4326077,-99.133208
1970-05-04 00:00:00,4,"29 members of the Ohio National Guard opened fire on unarmed students protesting the expansion of the Vietnam War into Cambodia on the Kent State University college campus, killing 4 and wounding 9, one of whom was permanently paralyzed.[310][311][312]","Kent State University, Ohio, United States",/wiki/Kent_State_University,Kent State massacre,/wiki/Kent_State_massacre,41.1490629,-81.34146489999998,41.1464111,81.3417444,41.1490629,-81.34146489999998
1971-05-15 00:00:00,500,Massacre of unarmed Bengali Hindus in Ketnar Bil region of Barisal District by the Pakistan Army.,"Barisal District, East Pakistan",/wiki/Barisal_District,Ketnar Bil massacre,/wiki/Ketnar_Bil_massacre,,,22.8,90.37,22.8,90.37
1971-06-10 00:00:00,1,"Similar to the Tlatelolco Massacre, the Corpus Christi Massacre took place on Thursday, June 10, 1971 when a student march got brutally attacked by a shock group called Los Halcones.","Mexico City, Mexico",/wiki/Mexico_City,Corpus Christi massacre,/wiki/Corpus_Christi_massacre,19.4326077,-99.133208,19.433,99.133,19.4326077,-99.133208
1972-01-30 00:00:00,14,"British paratroopers fired on unarmed civil rights protesters, killing 14.[315] The government sponsored Saville Report, released in June 2010, found all those killed were innocent civil rights demonstrators, prompting an apology by UK Prime Minister David Cameron. As of that time, no one had been prosecuted for the killings.[316]","Derry, Northern Ireland",/wiki/Derry,Bogside massacre,/wiki/Bogside_massacre,54.9966124,-7.308574799999999,54.9958,7.3074,54.9966124,-7.308574799999999
1972-05-30 00:00:00,26,"Three members of the Japanese Red Army, on behalf of the Popular Front for the Liberation of Palestine, killed 26 people and injured 80 others at Tel Aviv's Lod airport (now Ben Gurion International Airport).[317][318][319][320][321]","Lod, Israel",/wiki/Lod,Lod Airport massacre,/wiki/Lod_Airport_massacre,31.951014,34.888075,31.951940000000004,34.888059999999996,31.951014,34.888075
1972-09-05 00:00:00,12,Members of the Israeli Olympic team were taken hostage and killed by the Palestinian Black September group. A West German police officer was also killed.,"Munich, Germany",/wiki/Munich,Munich massacre,/wiki/Munich_massacre,48.1351253,11.581980499999998,48.133,11.567,48.1351253,11.581980499999998
1973-05-25 00:00:00,13,Members of the right wing of the Peronist party shot and killed at least 13 after Peron's return to Argentina.,"Ezeiza, Argentina","/wiki/Ezeiza,_Buenos_Aires",Ezeiza massacre,/wiki/Ezeiza_massacre,-34.8537327,-58.522861899999995,34.833,58.516999999999996,-34.8537327,-58.522861899999995
1974-02-07 00:00:00,20000,"Soldiers of the Armed Forces of the Philippines looted and burned the southern Philippine town of Jolo, Sulu and killed many of its Muslim Tausug inhabitants while leaving many more homeless after an engagement with the Moro rebels.","Jolo, Sulu, Philippines","/wiki/Jolo,_Sulu",Jolo massacre,/wiki/Battle_of_Jolo_(1974),6.0473648,121.00896110000001,6.05,121.0,6.0473648,121.00896110000001
1974-05-15 00:00:00,29,"Members of the Democratic Front for the Liberation of Palestine infiltrate Israel from Lebanon, shoot and kill a Christian Arab woman and a Jewish couple and their 4-year-old son, and then take hostage and kill 22 high school students and three of their adult escorts.[327]","Ma'alot, Israel",/wiki/Ma%27alot,Ma'alot massacre,/wiki/Ma%27alot_massacre,33.015026,35.276016999999996,33.01667,35.27083,33.015026,35.276016999999996
1974-08-14 00:00:00,126,"EOKA-B gunmen massacred the Turkish Cypriot inhabitants of the villages of Maratha, Santalaris and Aloda.[328][331]","Maratha, Santalaris and Aloda, Cyprus","/wiki/Maratha,_Cyprus","Maratha, Santalaris and Aloda massacre","/wiki/Maratha,_Santalaris_and_Aloda_massacre",,,35.21167,33.776109999999996,35.21167,33.776109999999996
1974-09-24 00:00:00,1000,Soldiers of the Armed Forces of the Philippines murdered male Muslim Moros aged 11–70 years old in a village surrounding a nearby mosque.,"Palimbang, Sultan Kudarat, Philippines","/wiki/Palimbang,_Sultan_Kudarat",Malisbong Massacre,/wiki/Malisbong_Massacre,6.3432167,124.1976882,6.22,124.2,6.3432167,124.1976882
1975-07-31 00:00:00,5,Members of the Ulster Volunteer Force (UVF) with backing from the British Army forces killed three members of pop group the Miami Showband in a gun and bomb attack. Two UVF members also died when the bomb exploded prematurely.[333][334][335][336][337],Northern Ireland,/wiki/Northern_Ireland,Miami Showband massacre,/wiki/Miami_Showband_massacre,54.7877149,-6.4923145,54.6,5.917000000000001,54.7877149,-6.4923145
1976-01-05 00:00:00,10,"Irish republicans shot ten Protestant workers dead outside the village of Kingsmill in County Armagh, Northern Ireland.[338][339]",Northern Ireland,/wiki/Northern_Ireland,Kingsmill massacre,/wiki/Kingsmill_massacre,54.7877149,-6.4923145,54.6,5.917000000000001,54.7877149,-6.4923145
1976-01-18 00:00:00,1500,"Lebanese Christian militia overrun the Karantina district in East Beirut and kill up to 1,500 Palestinians and Muslims during the Lebanese Civil War.[340]",Lebanon,/wiki/Lebanon,Karantina massacre,/wiki/Karantina_massacre,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
1976-01-20 00:00:00,150,"Palestinian militia aligned with the Lebanese National Movement kill 150–582 Christian civilians in the village of Damour during the Lebanese Civil War, in retaliation for the Karantina massacre.[341]",Lebanon,/wiki/Lebanon,Damour massacre,/wiki/Damour_massacre,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
1976-08-12 00:00:00,1500,"Lebanese Christian militias enter the Tel al-Zaatar refugee camp and kill up to 3,000 people during the Lebanese Civil War.[342][343]",Lebanon,/wiki/Lebanon,Tel al-Zaatar massacre,/wiki/Tel_al-Zaatar_massacre,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
1978-03-11 00:00:00,35,"Palestinian Fatah members based in Lebanon land on a beach north of Tel Aviv, kill an American photographer, and hijack an inter-city bus driving along Israel's Coastal Highway. 35 civilians are killed and 80 wounded.[344][345][346][347]",Israel,/wiki/Israel,Coastal Road massacre,/wiki/Coastal_Road_massacre,31.046051000000002,34.851612,31.0,35.0,31.046051000000002,34.851612
1979-01-31 00:00:00,50,"Marichjhapi massacre refers to the forcible eviction of Bangladeshi refugees and their subsequent death by starvation, exhaustion and police firing in the period between January–June, 1979.","Marichjhapi, West Bengal, India",/wiki/Marichjhapi,Marichjhapi massacre,/wiki/Marichjhapi_massacre,22.474978,88.33425489999998,22.1889746,88.95,22.474978,88.33425489999998
1980-05-18 00:00:00,165,"An escalated popular uprising in the city of Gwangju, South Korea during which some of the civilian protesters armed themselves by raiding police stations and military depots led to the South Korean army violently ending the protests, causing 165 (maximum estimated) of deaths (including 24 soldiers, 4 policemen).",South Korea,/wiki/South_Korea,Gwangju massacre,/wiki/Gwangju_massacre,35.907757000000004,127.766922,36.0,128.0,35.907757000000004,127.766922
1980-06-27 00:00:00,1000,"The massacre occurred the day after a failed attempt to assassinate Syrian president Hafez el-Assad. Members of the units of the Defence Brigades, under the command of Rifaat El Assad, brother of the president, entered in Tadmor Prison and assassinated about a thousand prisoners in the cells and the dormitories.","Palmyra, Syria",/wiki/Palmyra,Tadmor Prison massacre,/wiki/Tadmor_Prison_massacre,34.570012,38.2921653,34.551390000000005,38.26806,34.570012,38.2921653
1981-12-11 00:00:00,1000,"The El Mozote Massacre took place in the village of El Mozote, in Morazán department, El Salvador, on December 11, 1981, when Salvadoran armed forces trained by the United States military killed at least 1,000 civilians in an anti-guerrilla campaign.[349]",El Salvador,/wiki/El_Salvador,El Mozote massacre,/wiki/El_Mozote_massacre,13.794185,-88.89653,13.833,88.917,13.794185,-88.89653
1982-01-14 00:00:00,13,"13 tortured bodies were found at Tula, Hidalgo, Mexico at the time of Arturo Durazo Moreno Administration.",Mexico,America Central !Mexico,Tula massacre,/wiki/Tula_massacre,23.634501,-102.552784,,,23.634501,-102.552784
1982-02-02 00:00:00,7000,"The Syrian Army killed an estimated 30,000 people in the city of Hama. Instances of mass execution and torture by the Syrian military were documented during the attacks.[351]",Syria,/wiki/Syria,Hama massacre,/wiki/Hama_massacre,34.80207499999999,38.996815000000005,35.0,38.0,34.80207499999999,38.996815000000005
1982-09-16 00:00:00,460,"Residents of Sabra and Shatila, mostly Palestinian refugees and Lebanese Shia, are killed by the Christian Lebanese Forces militia in the refugee camps, with the help of Israeli forces that encircled the area. The United Nations General Assembly condemned the massacre and declared it to be an act of genocide.[352][353][354]",Lebanon,/wiki/Lebanon,Sabra and Shatila massacre,/wiki/Sabra_and_Shatila_massacre,33.854721000000005,35.862285,33.833,35.833,33.854721000000005,35.862285
1983-04-03 00:00:00,69,"Maoist Shining Path guerrillas massacre 69 men, women and children with axes, machetes and guns in and around the town of Lucanamarca, Peru.[355]",Peru,/wiki/Peru,Lucanamarca massacre,/wiki/Lucanamarca_massacre,-9.189967,-75.015152,10.0,76.0,-9.189967,-75.015152
1984-02-10 00:00:00,5000,"a massacre of ethnic Somalis by Kenyan security forces who first gathered them at the Wagalla Airstrip, Wajir County, Kenya.",Kenya,/wiki/Kenya,Wagalla massacre,/wiki/Wagalla_massacre,-0.023559,37.906193,1.0,38.0,-0.023559,37.906193
1984-07-18 00:00:00,21,Gunman James Oliver Huberty killed 21 people in a McDonald's restaurant before being fatally shot by a SWAT team sniper.[356][357][358],"San Diego, United States",/wiki/San_Diego,San Ysidro McDonald's massacre,/wiki/San_Ysidro_McDonald%27s_massacre,32.715738,-117.1610838,32.715,117.1625,32.715738,-117.1610838
1984-10-31 00:00:00,2732,"Mobs composed primarily of Indian National Congress workers and local hoodlums chase down and lynch Sikhs in northern India following the assassination of India PM, Indira Gandhi, at the hands of her Sikh guards.",India,Asia South !India,1984 Sikh massacre,/wiki/1984_Sikh_massacre,20.593684,78.96288,,,20.593684,78.96288
1985-03-23 00:00:00,129,"Dujail was the site of an unsuccessful assassination attempt against then Iraqi president, Saddam Hussein by the Shiite Dawa Party, on July 8, 1982. Saddam Hussein ordered his special security and military forces to arrest all Dawa members and their families, imprisoning 787 men, women and children. In March 1985, 96 of the 148 who had confessed to having taken part in the assassination attempt were executed.[359][360][361][362]",Iraq,/wiki/Iraq,Dujail Massacre,/wiki/Dujail_Massacre,33.223191,43.679291,33.0,44.0,33.223191,43.679291
1985-05-14 00:00:00,146,"Tamil Tiger gunmen shoot dead 146 Sinhalese civilians including Buddhist nuns and monks and injure 85 others as they were praying at Jaya Sri Maha Bodhi, a sacred Buddhist shrine in Anuradhapura.[364]",Sri Lanka,/wiki/Sri_Lanka,Anuradhapura massacre,/wiki/Anuradhapura_massacre,7.873053999999999,80.77179699999998,7.0,81.0,7.873053999999999,80.77179699999998
1985-08-14 00:00:00,47,"An army massacre of campesinos (including six children) in Accomarca, Ayacucho.[366]",Peru,/wiki/Peru,Accomarca massacre,/wiki/Accomarca_massacre,-9.189967,-75.015152,10.0,76.0,-9.189967,-75.015152
1987-03-07 00:00:00,19,"Republic of China Army executed all the unarmed Vietnamese refugees in a disoriented fishing boat seeking for political asylum at Donggang beach of Lieyu, Kinmen on March 7–8, 1987.[368]","Donggang, Lieyu, Kinmen, Fujian, China","/wiki/Lieyu,_Kinmen",Lieyu massacre,/wiki/1987_Lieyu_massacre,,,24.428060000000002,118.235,24.428060000000002,118.235
1987-06-02 00:00:00,37,Tamil Tigers stop a bus carrying Buddhist monks in Arantalawa and massacre all except of one monk. Killed in the massacre are Chief Priest Ven. Hegoda Indrasara and several novice monks (under the age of 18)[369],Sri Lanka,/wiki/Sri_Lanka,Aranthalawa Massacre,/wiki/Aranthalawa_Massacre,7.873053999999999,80.77179699999998,7.0,81.0,7.873053999999999,80.77179699999998
1987-08-09 00:00:00,7,"The Hoddle Street massacre was a killing spree which claimed the lives of 7 people and wounded 19 others at Hoddle Street in Clifton Hill in north-eastern Melbourne, Victoria, Australia.[371]","Clifton Hill, Victoria, Australia","/wiki/Clifton_Hill,_Victoria",Hoddle Street massacre,/wiki/Hoddle_Street_massacre,-37.789,144.999,37.789,144.999,-37.789,144.999
1987-08-19 00:00:00,16,A gunman armed with semi-automatic rifles and a handgun killed 16 people before committing suicide.[373],"Hungerford, England",/wiki/Hungerford,Hungerford massacre,/wiki/Hungerford_massacre,51.41234499999999,-1.517995,51.413999999999994,1.515,51.41234499999999,-1.517995
1987-11-08 00:00:00,12,Provisional IRA bombing at the town's cenotaph on Remembrance Sunday.[375],"Enniskillen, Northern Ireland",/wiki/Enniskillen,Poppy Day Massacre,/wiki/Remembrance_Day_bombing,54.34382429999999,-7.631533599999999,54.345,7.64,54.34382429999999,-7.631533599999999
1987-12-08 00:00:00,8,"The Queen Street massacre was a killing spree which claimed the lives of 8 people and wounded 5 others in Melbourne, Victoria, Australia.[371]","Melbourne, Victoria, Australia",/wiki/Melbourne,Queen Street massacre,/wiki/Queen_Street_massacre,-37.813627600000004,144.96305759999998,37.81361,144.96306,-37.813627600000004,144.96305759999998
1988-03-16 00:00:00,3,"Ulster Defence Association (UDA) member Michael Stone kills three people and injures 60 others in a gun and grenade attack at the funeral of three IRA members being held in Milltown Cemetery, Belfast.[376][377]","Belfast, Northern Ireland",/wiki/Belfast,Milltown massacre,/wiki/Milltown_massacre,54.59728500000001,-5.93012,54.597,5.93,54.59728500000001,-5.93012
1989-06-04 00:00:00,400,"The mourning of Hu Yaobang eventually evolved into a large-scale anti-corruption and democratic demonstration, which was ended in a violent suppression by state-controlled army. The actual number of deaths is still unknown. The massacre did not occur within Tiananmen Square, but in the surrounding areas of the square.[380][381]","Beijing, China",/wiki/Beijing,Tiananmen Square massacre,/wiki/Tiananmen_Square_protests_of_1989,39.90419989999999,116.4073963,39.917,116.383,39.90419989999999,116.4073963
1989-10-03 00:00:00,12,"Following a failed coup, 12 officers were shot dead by forces loyal to Panamanian leader Manuel Noriega.[382][383][384][385]","Panama City, Panama",/wiki/Panama_City,Albrook massacre,/wiki/1989_Panamanian_coup_d%27%C3%A9tat_attempt#Albrook_massacre_and_arrests,8.982379199999999,-79.51986959999998,8.982999999999999,79.517,8.982379199999999,-79.51986959999998
1989-12-06 00:00:00,14,"Marc Lépine, a misogynist and anti-feminist, shot and killed 14 female students of the École Polytechnique de Montréal and wounded 14 other people before turning his gun on himself. The event led to stricter gun control laws and changes in police tactical response to shootings in Canada.[387][388]","École Polytechnique, Montreal, Quebec, Canada",/wiki/%C3%89cole_Polytechnique,École Polytechnique massacre,/wiki/%C3%89cole_Polytechnique_massacre,45.50438399999999,-73.6128829,48.713,2.209,45.50438399999999,-73.6128829
1990-09-05 00:00:00,158,"Eastern University massacre is the massacre of 158 minority Sri Lankan Tamil civilians by the Sri Lankan Army in the eastern Batticaloa District, Sri Lanka.[389][390][391]","Batticaloa District, Sri Lanka",/wiki/Batticaloa_District,Eastern University massacre,/wiki/Eastern_University_massacre,7.7375508,81.6884001,7.832999999999999,81.333,7.7375508,81.6884001
1990-01-20 00:00:00,50,Indian paramilitary troops of the Central Reserve Police Force opened fire on Kashmiri protesters.,"Srinagar, Kashmir",/wiki/Srinagar,Gawkadal massacre,/wiki/Gawkadal_massacre,34.0836708,74.7972825,34.09,74.79,34.0836708,74.7972825
1990-09-09 00:00:00,184,"Sathurukondan massacre, also known as the 1990 Batticaloa massacre is the massacre of 184 minority Sri Lankan Tamil civilians by the Sri Lankan Army in the eastern Batticaloa District, Sri Lanka.[392][393][394][395][396]","Batticaloa District, Sri Lanka",/wiki/Batticaloa_District,Sathurukondan massacre,/wiki/Sathurukondan_massacre,7.7375508,81.6884001,7.832999999999999,81.333,7.7375508,81.6884001
1990-11-13 00:00:00,13,"Lone gunman David Malcolm Gray began shooting indiscriminately at people, killing 13 people before being killed by police himself, allegedly after a dispute with his next door neighbor. It remains New Zealand's deadliest criminal shooting.[397][398][399][400]","Aramoana, New Zealand",/wiki/Aramoana,Aramoana massacre,/wiki/Aramoana_massacre,-45.77870410000001,170.7036698,45.783,170.7,-45.77870410000001,170.7036698
1991-10-16 00:00:00,22,"George Jo Hennard drove his pickup truck into a Luby's Cafeteria and shot and killed 22 people, wounded another 20 and then committed suicide by shooting himself.[401][402][403][404][405]","Killeen, Texas, United States","/wiki/Killeen,_Texas",Luby's shooting,/wiki/Luby%27s_shooting,31.117119399999996,-97.7277959,31.105559999999997,97.72667,31.117119399999996,-97.7277959
1991-11-03 00:00:00,22,"Fifteen people were killed and four injured when Grupo Colina, the anti-communist paramilitary squad, opened fire on a neighborhood barbecue which they had mistaken for a gathering of Maoist Shining Path rebels.[406]","Lima, Peru",/wiki/Lima,Barrios Altos massacre,/wiki/Barrios_Altos_massacre,-12.0463731,-77.042754,12.043330000000001,77.02833000000001,-12.0463731,-77.042754
1991-11-12 00:00:00,270,An estimated 270 pro-independence demonstrators were killed in the Santa Cruz Cemetery while conducting a peaceful memorial service during the Indonesian Occupation of East Timor and is part of the East Timorese Genocide.[407],"Dili, Timor Leste",/wiki/Dili,Santa Cruz massacre,/wiki/Santa_Cruz_massacre,-8.556855699999998,125.56031429999999,8.567,125.56700000000001,-8.556855699999998,125.56031429999999
1991-11-15 00:00:00,2000,"An estimated 2,000 civilians were massacred in Bor during the Second Sudanese Civil War by Nuer fighters from SPLA-Nasir, led by Riek Machar, and the militant group known as the Nuer White Army.[408]","Sudan, Bor",/wiki/Sudan,Bor massacre,/wiki/Bor_massacre,6.2132663,31.5655424,15.633,32.533,6.2132663,31.5655424
1991-11-18 00:00:00,264,"Members of the Serb militias, aided by the Yugoslav People's Army, killed Croat civilians and POWs.[409][410][411][412]","Vukovar, Croatia",/wiki/Vukovar,Vukovar massacre,/wiki/Vukovar_massacre,45.345237700000006,19.001020399999998,45.35,19.00333,45.345237700000006,19.001020399999998
1992-02-26 00:00:00,613,"Armenian armed forces, reportedly with help of the Russian 366th Motor Rifle Regiment, raided the town of Khojaly and massacred its Muslim civilian population. The death toll according to the Government of Azerbaijan was 613 civilians, of whom 106 were women and 83 were children.[414][415][416]","Khojaly, Nagorno-Karabakh, Azerbaijan",/wiki/Khojali_(city),Khojaly Massacre,/wiki/Khojaly_Massacre,39.913255299999996,46.794305,39.91111,46.78917,39.913255299999996,46.794305
1992-06-17 00:00:00,45,45 African National Congress (ANC) supporters were killed by members of the Inkatha Freedom Party (IFP).,"Boipatong, South Africa",/wiki/Boipatong,Boipatong massacre,/wiki/Boipatong_massacre,-26.669744800000004,27.8516564,26.666999999999998,27.85,-26.669744800000004,27.8516564
1992-07-18 00:00:00,45,"9 students and a professor on La Cantuta University were kidnapped and killed by Grupo Colina, an anticommunist paramilitary group.","Lima, Peru",/wiki/Lima,La Cantuta massacre,/wiki/La_Cantuta_massacre,-12.0463731,-77.042754,12.043330000000001,77.02833000000001,-12.0463731,-77.042754
1992-09-07 00:00:00,29,28 African National Congress (ANC) supporters and one soldier were shot dead by the Ciskei Defence Force during a protest march.,"Bisho, Ciskei/South Africa",/wiki/Bisho,Bisho massacre,/wiki/Bisho_massacre,,,32.84944,27.438059999999997,32.84944,27.438059999999997
1992-10-02 00:00:00,111,"The massacre was triggered by a prisoner revolt within the prison. The police made little if any effort to negotiate with the prisoners before the military police stormed the building, as the prison riot became more difficult for prison guards to control. The resulting casualties were of 111 prisoners killed.","São Paulo, Brazil",/wiki/S%C3%A3o_Paulo,Carandiru massacre,/wiki/Carandiru_massacre,-23.550519899999998,-46.63330939999999,23.55,46.633,-23.550519899999998,-46.63330939999999
1993-01-08 00:00:00,7,Seven people were murdered at the Brown's Chicken and Pasta in Palatine[419],"Palatine, Illinois, United States","/wiki/Palatine,_Illinois",Brown's Chicken massacre,/wiki/Brown%27s_Chicken_massacre,42.1103041,-88.03424000000003,42.11694,88.04056,42.1103041,-88.03424000000003
1993-01-01 00:00:00,17000,"Incidents of ethnic cleansing of Georgians in Abkhazia,[421][422][423][424]
[425][426][427][428][429][430][431][432] also known as the ""massacres of Georgians in Abkhazia""[433][434] and ""genocide of Georgians in Abkhazia""[435] — refers to ethnic cleansing,[436] massacres[437] and forced mass expulsion of thousands of ethnic Georgians.
","Autonomous republic of Abkhazia, Georgia",/wiki/Georgia_(country),Sukhumi massacre,/wiki/Sukhumi_massacre,43.001554399999996,41.023407,42.0,43.5,43.001554399999996,41.023407
1993-04-19 00:00:00,82,"Seventy-six members of the Branch Davidian church died after a 51-day siege in a fire started either accidentally or by church members after a Federal Bureau of Investigation tank attack upon the main building. Earlier, on February 28, 1993, six others died by gunfire after the original Bureau of Alcohol, Tobacco and Firearms raid.[439]","Waco, Texas, United States","/wiki/Waco,_Texas",Massacre at Waco,/wiki/Waco_massacre,31.549333,-97.1466695,31.55139,97.15583000000001,31.549333,-97.1466695
1993-06-01 00:00:00,16,Garimpeiros (illegal gold miners) killed Yanomami people.,Brazil,America South !Brazil,Yanomami or Haximu massacre,Yanomami or Haximu massacre,-14.235004,-51.92528,,,-14.235004,-51.92528
1993-07-02 00:00:00,35,35 people (mostly Alevi intellectuals) were killed when a mob of Islamic extremists set fire to the hotel where the group had assembled.[442][443][444],"Sivas, Turkey","/wiki/Sivas,_Turkey",Sivas massacre,/wiki/Sivas_massacre,39.750545,37.0150217,39.75,37.016999999999996,39.750545,37.0150217
1993-07-05 00:00:00,33,"Several PKK members stormed the village and killed 33 civilians after rounding them up. Also over 200 houses, a clinic, a school and a mosque were burned down.[445][446]",Erzincan,"Başbağlar, Erzincan, Turkey",Başbağlar massacre,/wiki/Ba%C5%9Fba%C4%9Flar_massacre,39.746796999999994,39.491124,,,39.746796999999994,39.491124
1993-07-25 00:00:00,11,11 People were killed during a church service by Azanian People's Liberation Army (APLA) armed with assault rifles and grenades.,"Cape Town, South Africa",/wiki/Cape_Town,St James Church massacre,/wiki/St_James_Church_massacre,-33.9248685,18.424055300000003,33.92528,18.42389,-33.9248685,18.424055300000003
1993-10-30 00:00:00,8,Ulster Defence Association (UDA) opened fire in a crowded bar using an AK-47 and automatic pistol. Eight civilians were killed and thirteen wounded.[447][448][449][450][451][452][453][454],"Greysteel, Northern Ireland",/wiki/Greysteel,Greysteel massacre,/wiki/Greysteel_massacre,55.0321167,-7.119741700000001,55.031667000000006,7.120556,55.0321167,-7.119741700000001
1994-02-25 00:00:00,29,"Israeli settler Baruch Goldstein opens fire with an assault rifle against Palestinian Muslims, killing 29 and wounding 150 at prayer in the Ibrahimi Mosque in Hebron before being subdued and beaten to death by survivors.[458][459]",West Bank,/wiki/West_Bank,Cave of the Patriarchs massacre,/wiki/Cave_of_the_Patriarchs_massacre,31.946570299999998,35.3027226,32.0,35.383,31.946570299999998,35.3027226
1994-01-01 00:00:00,10000,"During the 1990s, many large-scale massacres of villagers in Algeria were perpetrated by groups attacking villages at night and cutting the throats of the inhabitants. The Armed Islamic Group (GIA) has avowed its responsibility for many of them. The massacres peaked in 1997 (with a smaller peak in 1994). According to a few reports former Algerian army officer, Habib Souaidia testified to his government's involvement in the massacres. The differing accounts are not yet reconciled.[460][462][463][464] The academic consensus is that at least the majority of the massacres were carried out by Islamist radicals, however, the government notably failed to intervene in a number of these massacres.[465]",Algeria,/wiki/Algeria,Algerian Village massacres of the 1990s,/wiki/List_of_Algerian_massacres_of_the_1990s,28.033886,1.6596259999999998,28.0,2.0,28.033886,1.6596259999999998
1994-03-28 00:00:00,19,"Security guards of the African National Congress (ANC) fired on 20,000 Inkatha Freedom Party (IFP) marchers.[466][467][468]","Johannesburg, South Africa",/wiki/Johannesburg,Shell House massacre,/wiki/Shell_House_massacre,-26.2041028,28.047305100000003,26.204439999999998,28.04556,-26.2041028,28.047305100000003
1994-06-18 00:00:00,6,"Ulster Volunteer Force (UVF) opened fire in a crowded bar using assault rifles, killing six civilians and wounding five.[469][470][471][472][473][474][475]","Loughinisland, Northern Ireland",/wiki/Loughinisland,Loughinisland massacre,/wiki/Loughinisland_massacre,54.33815999999999,-5.82524,54.338,5.825,54.33815999999999,-5.82524
1995-01-22 00:00:00,22,"First suicide attack by Palestinian Islamic Jihad, killing 22 and wounding 69. Carried out by two bombers; the second waited until emergency crews arrived to assist the wounded and dying before detonating his bomb.[477][478][479][480]",Israel,/wiki/Israel,Beit Lid massacre,/wiki/Beit_Lid_massacre,31.046051000000002,34.851612,31.0,35.0,31.046051000000002,34.851612
1995-07-01 00:00:00,8372,"The Srebrenica massacre involved the genocidal killing, in July 1995, of 8,372 Bosniaks, mainly men and boys, in and around the town of Srebrenica during the Bosnian War.",Bosnia and Herzegovina,/wiki/Bosnia_and_Herzegovina,Srebrenica massacre,/wiki/Srebrenica_massacre,43.915886,17.679076000000002,43.867,18.417,43.915886,17.679076000000002
1996-03-13 00:00:00,17,"A gunman opened fire in a primary school, killing sixteen children and one teacher before killing himself.[482][483][484]",Scotland,/wiki/Scotland,Dunblane massacre,/wiki/Dunblane_massacre,56.49067119999999,-4.2026458,55.95306,3.1888900000000002,56.49067119999999,-4.2026458
